Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50029-3,MCF7,10018-101-1,Neratinib,0.37,uM,LJP5,1,A16,72,hr,1389,3643,5772,0.6311,0.5987
50029-3,MCF7,10018-101-1,Neratinib,0.37,uM,LJP5,3,A16,72,hr,1389,4061,6038,0.6725,0.6587
50029-3,MCF7,10018-101-1,Neratinib,1.11,uM,LJP5,1,A15,72,hr,1389,3438,5772,0.5956,0.5542
50029-3,MCF7,10018-101-1,Neratinib,1.11,uM,LJP5,3,A15,72,hr,1389,4286,6038,0.7098,0.7014
50029-3,MCF7,10018-101-1,Neratinib,3.33,uM,LJP5,1,A14,72,hr,1389,3218,5772,0.5575,0.5050
50029-3,MCF7,10018-101-1,Neratinib,3.33,uM,LJP5,3,A14,72,hr,1389,3215,6038,0.5324,0.4856
50029-3,MCF7,10018-101-1,Neratinib,10,uM,LJP5,1,A13,72,hr,1389,2152,5772,0.3728,0.2374
50029-3,MCF7,10018-101-1,Neratinib,10,uM,LJP5,3,A13,72,hr,1389,1930,6038,0.3196,0.1678
50029-3,MCF7,10019-101-1,JW-7-24-1,0.04,uM,LJP6,1,B24,72,hr,1389,3358,5147,0.6524,0.5954
50029-3,MCF7,10019-101-1,JW-7-24-1,0.04,uM,LJP6,2,B24,72,hr,1389,4202,5447,0.7713,0.7532
50029-3,MCF7,10019-101-1,JW-7-24-1,0.04,uM,LJP6,3,B24,72,hr,1389,3798,5740,0.6616,0.6345
50029-3,MCF7,10019-101-1,JW-7-24-1,0.12,uM,LJP6,1,B23,72,hr,1389,3011,5147,0.5850,0.5059
50029-3,MCF7,10019-101-1,JW-7-24-1,0.12,uM,LJP6,2,B23,72,hr,1389,3894,5447,0.7148,0.6868
50029-3,MCF7,10019-101-1,JW-7-24-1,0.12,uM,LJP6,3,B23,72,hr,1389,3882,5740,0.6763,0.6521
50029-3,MCF7,10019-101-1,JW-7-24-1,0.37,uM,LJP6,1,B22,72,hr,1389,2626,5147,0.5102,0.4008
50029-3,MCF7,10019-101-1,JW-7-24-1,0.37,uM,LJP6,2,B22,72,hr,1389,3638,5447,0.6678,0.6296
50029-3,MCF7,10019-101-1,JW-7-24-1,0.37,uM,LJP6,3,B22,72,hr,1389,2917,5740,0.5081,0.4368
50029-3,MCF7,10019-101-1,JW-7-24-1,1.11,uM,LJP6,1,B21,72,hr,1389,2183,5147,0.4241,0.2703
50029-3,MCF7,10019-101-1,JW-7-24-1,1.11,uM,LJP6,2,B21,72,hr,1389,2712,5447,0.4978,0.4040
50029-3,MCF7,10019-101-1,JW-7-24-1,1.11,uM,LJP6,3,B21,72,hr,1389,2423,5740,0.4221,0.3123
50029-3,MCF7,10019-101-1,JW-7-24-1,3.33,uM,LJP6,1,B20,72,hr,1389,1690,5147,0.3283,0.1094
50029-3,MCF7,10019-101-1,JW-7-24-1,3.33,uM,LJP6,2,B20,72,hr,1389,2223,5447,0.4080,0.2694
50029-3,MCF7,10019-101-1,JW-7-24-1,3.33,uM,LJP6,3,B20,72,hr,1389,2171,5740,0.3782,0.2438
50029-3,MCF7,10019-101-1,JW-7-24-1,10,uM,LJP6,1,B19,72,hr,1389,908,5147,0.1764,-0.2015
50029-3,MCF7,10019-101-1,JW-7-24-1,10,uM,LJP6,2,B19,72,hr,1389,1133,5447,0.2080,-0.0982
50029-3,MCF7,10019-101-1,JW-7-24-1,10,uM,LJP6,3,B19,72,hr,1389,1138,5740,0.1982,-0.0928
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP6,1,I06,72,hr,1389,1370,5147,0.2662,-0.0073
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP6,2,I06,72,hr,1389,1476,5447,0.2709,0.0313
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP6,3,I06,72,hr,1389,1694,5740,0.2951,0.1018
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP5,1,D06,72,hr,1389,3551,5772,0.6152,0.5789
50029-3,MCF7,10020-101-1,Dasatinib,0.04,uM,LJP5,3,D06,72,hr,1389,4128,6038,0.6836,0.6715
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP6,1,I05,72,hr,1389,1026,5147,0.1993,-0.1481
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP6,2,I05,72,hr,1389,1144,5447,0.2100,-0.0938
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP6,3,I05,72,hr,1389,1122,5740,0.1955,-0.0990
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP5,1,D05,72,hr,1389,1782,5772,0.3087,0.1289
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP5,3,D05,72,hr,1389,1862,6038,0.3084,0.1482
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP6,1,I04,72,hr,1389,912,5147,0.1772,-0.1996
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP6,2,I04,72,hr,1389,1093,5447,0.2006,-0.1145
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP6,3,I04,72,hr,1389,1079,5740,0.1880,-0.1161
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP5,1,D04,72,hr,1389,1141,5772,0.1977,-0.0913
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP5,3,D04,72,hr,1389,1019,6038,0.1688,-0.1360
50029-3,MCF7,10020-101-1,Dasatinib,1.11,uM,LJP6,1,I03,72,hr,1389,961,5147,0.1867,-0.1771
50029-3,MCF7,10020-101-1,Dasatinib,1.11,uM,LJP6,2,I03,72,hr,1389,1048,5447,0.1924,-0.1332
50029-3,MCF7,10020-101-1,Dasatinib,1.11,uM,LJP6,3,I03,72,hr,1389,1070,5740,0.1864,-0.1197
50029-3,MCF7,10020-101-1,Dasatinib,1.11,uM,LJP5,1,D03,72,hr,1389,927,5772,0.1606,-0.1786
50029-3,MCF7,10020-101-1,Dasatinib,1.11,uM,LJP5,3,D03,72,hr,1389,948,6038,0.1570,-0.1649
50029-3,MCF7,10020-101-1,Dasatinib,3.33,uM,LJP6,1,I02,72,hr,1389,925,5147,0.1797,-0.1936
50029-3,MCF7,10020-101-1,Dasatinib,3.33,uM,LJP6,2,I02,72,hr,1389,1087,5447,0.1995,-0.1170
50029-3,MCF7,10020-101-1,Dasatinib,3.33,uM,LJP6,3,I02,72,hr,1389,1128,5740,0.1965,-0.0967
50029-3,MCF7,10020-101-1,Dasatinib,3.33,uM,LJP5,1,D02,72,hr,1389,1025,5772,0.1776,-0.1375
50029-3,MCF7,10020-101-1,Dasatinib,3.33,uM,LJP5,3,D02,72,hr,1389,997,6038,0.1651,-0.1448
50029-3,MCF7,10020-101-1,Dasatinib,10,uM,LJP6,1,I01,72,hr,1389,768,5147,0.1492,-0.2692
50029-3,MCF7,10020-101-1,Dasatinib,10,uM,LJP6,2,I01,72,hr,1389,847,5447,0.1555,-0.2219
50029-3,MCF7,10020-101-1,Dasatinib,10,uM,LJP6,3,I01,72,hr,1389,881,5740,0.1535,-0.1994
50029-3,MCF7,10020-101-1,Dasatinib,10,uM,LJP5,1,D01,72,hr,1389,1110,5772,0.1923,-0.1034
50029-3,MCF7,10020-101-1,Dasatinib,10,uM,LJP5,3,D01,72,hr,1389,1226,6038,0.2030,-0.0572
50029-3,MCF7,10021-101-1,Tozasertib,0.04,uM,LJP5,1,B18,72,hr,1389,1596,5772,0.2765,0.0699
50029-3,MCF7,10021-101-1,Tozasertib,0.04,uM,LJP5,3,B18,72,hr,1389,1524,6038,0.2524,0.0447
50029-3,MCF7,10021-101-1,Tozasertib,0.12,uM,LJP5,1,B17,72,hr,1389,1499,5772,0.2597,0.0378
50029-3,MCF7,10021-101-1,Tozasertib,0.12,uM,LJP5,3,B17,72,hr,1389,1530,6038,0.2534,0.0466
50029-3,MCF7,10021-101-1,Tozasertib,0.37,uM,LJP5,1,B16,72,hr,1389,1516,5772,0.2626,0.0435
50029-3,MCF7,10021-101-1,Tozasertib,0.37,uM,LJP5,3,B16,72,hr,1389,1399,6038,0.2317,0.0034
50029-3,MCF7,10021-101-1,Tozasertib,1.11,uM,LJP5,1,B15,72,hr,1389,1523,5772,0.2638,0.0458
50029-3,MCF7,10021-101-1,Tozasertib,1.11,uM,LJP5,3,B15,72,hr,1389,1730,6038,0.2865,0.1091
50029-3,MCF7,10021-101-1,Tozasertib,3.33,uM,LJP5,1,B14,72,hr,1389,1472,5772,0.2550,0.0286
50029-3,MCF7,10021-101-1,Tozasertib,3.33,uM,LJP5,3,B14,72,hr,1389,1589,6038,0.2631,0.0655
50029-3,MCF7,10021-101-1,Tozasertib,10,uM,LJP5,1,B13,72,hr,1389,1451,5772,0.2514,0.0215
50029-3,MCF7,10021-101-1,Tozasertib,10,uM,LJP5,3,B13,72,hr,1389,1622,6038,0.2686,0.0759
50029-3,MCF7,10023-103-1,Imatinib,0.04,uM,LJP6,1,N18,72,hr,1389,5897,5147,1.1457,1.1493
50029-3,MCF7,10023-103-1,Imatinib,0.04,uM,LJP6,2,N18,72,hr,1389,6052,5447,1.1109,1.1096
50029-3,MCF7,10023-103-1,Imatinib,0.04,uM,LJP6,3,N18,72,hr,1389,6001,5740,1.0454,1.0438
50029-3,MCF7,10023-103-1,Imatinib,0.12,uM,LJP6,1,N17,72,hr,1389,6008,5147,1.1673,1.1706
50029-3,MCF7,10023-103-1,Imatinib,0.12,uM,LJP6,2,N17,72,hr,1389,6614,5447,1.2140,1.2068
50029-3,MCF7,10023-103-1,Imatinib,0.12,uM,LJP6,3,N17,72,hr,1389,6090,5740,1.0609,1.0586
50029-3,MCF7,10023-103-1,Imatinib,0.37,uM,LJP6,1,N16,72,hr,1389,5699,5147,1.1072,1.1108
50029-3,MCF7,10023-103-1,Imatinib,0.37,uM,LJP6,2,N16,72,hr,1389,5416,5447,0.9941,0.9941
50029-3,MCF7,10023-103-1,Imatinib,0.37,uM,LJP6,3,N16,72,hr,1389,6289,5740,1.0955,1.0912
50029-3,MCF7,10023-103-1,Imatinib,1.11,uM,LJP6,1,N15,72,hr,1389,5787,5147,1.1243,1.1280
50029-3,MCF7,10023-103-1,Imatinib,1.11,uM,LJP6,2,N15,72,hr,1389,6059,5447,1.1122,1.1108
50029-3,MCF7,10023-103-1,Imatinib,1.11,uM,LJP6,3,N15,72,hr,1389,5876,5740,1.0236,1.0229
50029-3,MCF7,10023-103-1,Imatinib,3.33,uM,LJP6,1,N14,72,hr,1389,6088,5147,1.1828,1.1858
50029-3,MCF7,10023-103-1,Imatinib,3.33,uM,LJP6,2,N14,72,hr,1389,5731,5447,1.0520,1.0521
50029-3,MCF7,10023-103-1,Imatinib,3.33,uM,LJP6,3,N14,72,hr,1389,5733,5740,0.9987,0.9987
50029-3,MCF7,10023-103-1,Imatinib,10,uM,LJP6,1,N13,72,hr,1389,4950,5147,0.9617,0.9591
50029-3,MCF7,10023-103-1,Imatinib,10,uM,LJP6,2,N13,72,hr,1389,5036,5447,0.9244,0.9218
50029-3,MCF7,10023-103-1,Imatinib,10,uM,LJP6,3,N13,72,hr,1389,4942,5740,0.8609,0.8589
50029-3,MCF7,10024-101-1,NVP-TAE684,0.04,uM,LJP6,1,K18,72,hr,1389,3856,5147,0.7492,0.7166
50029-3,MCF7,10024-101-1,NVP-TAE684,0.04,uM,LJP6,2,K18,72,hr,1389,4569,5447,0.8387,0.8293
50029-3,MCF7,10024-101-1,NVP-TAE684,0.04,uM,LJP6,3,K18,72,hr,1389,4508,5740,0.7853,0.7773
50029-3,MCF7,10024-101-1,NVP-TAE684,0.12,uM,LJP6,1,K17,72,hr,1389,2250,5147,0.4371,0.2908
50029-3,MCF7,10024-101-1,NVP-TAE684,0.12,uM,LJP6,2,K17,72,hr,1389,2111,5447,0.3875,0.2365
50029-3,MCF7,10024-101-1,NVP-TAE684,0.12,uM,LJP6,3,K17,72,hr,1389,2426,5740,0.4226,0.3131
50029-3,MCF7,10024-101-1,NVP-TAE684,0.37,uM,LJP6,1,K16,72,hr,1389,1605,5147,0.3118,0.0795
50029-3,MCF7,10024-101-1,NVP-TAE684,0.37,uM,LJP6,2,K16,72,hr,1389,1685,5447,0.3093,0.1029
50029-3,MCF7,10024-101-1,NVP-TAE684,0.37,uM,LJP6,3,K16,72,hr,1389,1855,5740,0.3231,0.1518
50029-3,MCF7,10024-101-1,NVP-TAE684,1.11,uM,LJP6,1,K15,72,hr,1389,1229,5147,0.2388,-0.0627
50029-3,MCF7,10024-101-1,NVP-TAE684,1.11,uM,LJP6,2,K15,72,hr,1389,1131,5447,0.2076,-0.0990
50029-3,MCF7,10024-101-1,NVP-TAE684,1.11,uM,LJP6,3,K15,72,hr,1389,1235,5740,0.2151,-0.0558
50029-3,MCF7,10024-101-1,NVP-TAE684,3.33,uM,LJP6,1,K14,72,hr,1389,1003,5147,0.1949,-0.1583
50029-3,MCF7,10024-101-1,NVP-TAE684,3.33,uM,LJP6,2,K14,72,hr,1389,1068,5447,0.1960,-0.1248
50029-3,MCF7,10024-101-1,NVP-TAE684,3.33,uM,LJP6,3,K14,72,hr,1389,969,5740,0.1688,-0.1613
50029-3,MCF7,10024-101-1,NVP-TAE684,10,uM,LJP6,1,K13,72,hr,1389,927,5147,0.1801,-0.1927
50029-3,MCF7,10024-101-1,NVP-TAE684,10,uM,LJP6,2,K13,72,hr,1389,976,5447,0.1792,-0.1639
50029-3,MCF7,10024-101-1,NVP-TAE684,10,uM,LJP6,3,K13,72,hr,1389,997,5740,0.1737,-0.1496
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP6,1,G06,72,hr,1389,752,5147,0.1461,-0.2773
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP6,2,G06,72,hr,1389,703,5447,0.1290,-0.2921
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP6,3,G06,72,hr,1389,727,5740,0.1266,-0.2712
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP5,1,F06,72,hr,1389,5892,5772,1.0207,1.0200
50029-3,MCF7,10025-101-1,CGP60474,0.04,uM,LJP5,3,F06,72,hr,1389,6046,6038,1.0012,1.0012
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP6,1,G05,72,hr,1389,713,5147,0.1385,-0.2974
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP6,2,G05,72,hr,1389,645,5447,0.1184,-0.3223
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP6,3,G05,72,hr,1389,621,5740,0.1082,-0.3252
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP5,1,F05,72,hr,1389,793,5772,0.1374,-0.2387
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP5,3,F05,72,hr,1389,1266,6038,0.2097,-0.0428
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP6,1,G04,72,hr,1389,677,5147,0.1315,-0.3164
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP6,2,G04,72,hr,1389,613,5447,0.1125,-0.3396
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP6,3,G04,72,hr,1389,565,5740,0.0984,-0.3556
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP5,1,F04,72,hr,1389,456,5772,0.0790,-0.4184
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP5,3,F04,72,hr,1389,474,6038,0.0785,-0.3978
50029-3,MCF7,10025-101-1,CGP60474,1.11,uM,LJP6,1,G03,72,hr,1389,626,5147,0.1216,-0.3441
50029-3,MCF7,10025-101-1,CGP60474,1.11,uM,LJP6,2,G03,72,hr,1389,418,5447,0.0767,-0.4562
50029-3,MCF7,10025-101-1,CGP60474,1.11,uM,LJP6,3,G03,72,hr,1389,699,5740,0.1218,-0.2850
50029-3,MCF7,10025-101-1,CGP60474,1.11,uM,LJP5,1,F03,72,hr,1389,371,5772,0.0643,-0.4740
50029-3,MCF7,10025-101-1,CGP60474,1.11,uM,LJP5,3,F03,72,hr,1389,424,6038,0.0702,-0.4286
50029-3,MCF7,10025-101-1,CGP60474,3.33,uM,LJP6,1,G02,72,hr,1389,493,5147,0.0958,-0.4220
50029-3,MCF7,10025-101-1,CGP60474,3.33,uM,LJP6,2,G02,72,hr,1389,340,5447,0.0624,-0.5103
50029-3,MCF7,10025-101-1,CGP60474,3.33,uM,LJP6,3,G02,72,hr,1389,469,5740,0.0817,-0.4116
50029-3,MCF7,10025-101-1,CGP60474,3.33,uM,LJP5,1,F02,72,hr,1389,321,5772,0.0556,-0.5098
50029-3,MCF7,10025-101-1,CGP60474,3.33,uM,LJP5,3,F02,72,hr,1389,398,6038,0.0659,-0.4454
50029-3,MCF7,10025-101-1,CGP60474,10,uM,LJP6,1,G01,72,hr,1389,289,5147,0.0561,-0.5643
50029-3,MCF7,10025-101-1,CGP60474,10,uM,LJP6,2,G01,72,hr,1389,289,5447,0.0530,-0.5490
50029-3,MCF7,10025-101-1,CGP60474,10,uM,LJP6,3,G01,72,hr,1389,324,5740,0.0564,-0.5089
50029-3,MCF7,10025-101-1,CGP60474,10,uM,LJP5,1,F01,72,hr,1389,338,5772,0.0586,-0.4973
50029-3,MCF7,10025-101-1,CGP60474,10,uM,LJP5,3,F01,72,hr,1389,348,6038,0.0576,-0.4795
50029-3,MCF7,10026-101-1,PD173074,0.04,uM,LJP6,1,I12,72,hr,1389,5806,5147,1.1280,1.1317
50029-3,MCF7,10026-101-1,PD173074,0.04,uM,LJP6,2,I12,72,hr,1389,6431,5447,1.1804,1.1756
50029-3,MCF7,10026-101-1,PD173074,0.04,uM,LJP6,3,I12,72,hr,1389,6465,5740,1.1262,1.1196
50029-3,MCF7,10026-101-1,PD173074,0.12,uM,LJP6,1,I11,72,hr,1389,5671,5147,1.1018,1.1053
50029-3,MCF7,10026-101-1,PD173074,0.12,uM,LJP6,2,I11,72,hr,1389,6119,5447,1.1232,1.1214
50029-3,MCF7,10026-101-1,PD173074,0.12,uM,LJP6,3,I11,72,hr,1389,5719,5740,0.9963,0.9963
50029-3,MCF7,10026-101-1,PD173074,0.37,uM,LJP6,1,I10,72,hr,1389,5173,5147,1.0050,1.0053
50029-3,MCF7,10026-101-1,PD173074,0.37,uM,LJP6,2,I10,72,hr,1389,5631,5447,1.0336,1.0338
50029-3,MCF7,10026-101-1,PD173074,0.37,uM,LJP6,3,I10,72,hr,1389,5845,5740,1.0182,1.0177
50029-3,MCF7,10026-101-1,PD173074,1.11,uM,LJP6,1,I09,72,hr,1389,5245,5147,1.0190,1.0200
50029-3,MCF7,10026-101-1,PD173074,1.11,uM,LJP6,2,I09,72,hr,1389,5407,5447,0.9925,0.9924
50029-3,MCF7,10026-101-1,PD173074,1.11,uM,LJP6,3,I09,72,hr,1389,6606,5740,1.1508,1.1420
50029-3,MCF7,10026-101-1,PD173074,3.33,uM,LJP6,1,I08,72,hr,1389,5866,5147,1.1397,1.1433
50029-3,MCF7,10026-101-1,PD173074,3.33,uM,LJP6,2,I08,72,hr,1389,5851,5447,1.0740,1.0737
50029-3,MCF7,10026-101-1,PD173074,3.33,uM,LJP6,3,I08,72,hr,1389,6387,5740,1.1126,1.1070
50029-3,MCF7,10026-101-1,PD173074,10,uM,LJP6,1,I07,72,hr,1389,2421,5147,0.4704,0.3418
50029-3,MCF7,10026-101-1,PD173074,10,uM,LJP6,2,I07,72,hr,1389,2714,5447,0.4982,0.4046
50029-3,MCF7,10026-101-1,PD173074,10,uM,LJP6,3,I07,72,hr,1389,3075,5740,0.5357,0.4743
50029-3,MCF7,10027-101-1,Crizotinib,0.04,uM,LJP5,1,A24,72,hr,1389,3762,5772,0.6517,0.6239
50029-3,MCF7,10027-101-1,Crizotinib,0.04,uM,LJP5,3,A24,72,hr,1389,4773,6038,0.7904,0.7900
50029-3,MCF7,10027-101-1,Crizotinib,0.12,uM,LJP5,1,A23,72,hr,1389,4053,5772,0.7021,0.6838
50029-3,MCF7,10027-101-1,Crizotinib,0.12,uM,LJP5,3,A23,72,hr,1389,5108,6038,0.8459,0.8482
50029-3,MCF7,10027-101-1,Crizotinib,0.37,uM,LJP5,1,A22,72,hr,1389,3953,5772,0.6848,0.6635
50029-3,MCF7,10027-101-1,Crizotinib,0.37,uM,LJP5,3,A22,72,hr,1389,4458,6038,0.7383,0.7333
50029-3,MCF7,10027-101-1,Crizotinib,1.11,uM,LJP5,1,A21,72,hr,1389,2672,5772,0.4629,0.3748
50029-3,MCF7,10027-101-1,Crizotinib,1.11,uM,LJP5,3,A21,72,hr,1389,3898,6038,0.6455,0.6269
50029-3,MCF7,10027-101-1,Crizotinib,3.33,uM,LJP5,1,A20,72,hr,1389,1179,5772,0.2042,-0.0767
50029-3,MCF7,10027-101-1,Crizotinib,3.33,uM,LJP5,3,A20,72,hr,1389,2310,6038,0.3826,0.2711
50029-3,MCF7,10027-101-1,Crizotinib,10,uM,LJP5,1,A19,72,hr,1389,908,5772,0.1573,-0.1869
50029-3,MCF7,10027-101-1,Crizotinib,10,uM,LJP5,3,A19,72,hr,1389,1250,6038,0.2070,-0.0485
50029-3,MCF7,10028-102-1,BMS345541,0.04,uM,LJP6,1,D06,72,hr,1389,5734,5147,1.1140,1.1176
50029-3,MCF7,10028-102-1,BMS345541,0.04,uM,LJP6,2,D06,72,hr,1389,5195,5447,0.9536,0.9524
50029-3,MCF7,10028-102-1,BMS345541,0.04,uM,LJP6,3,D06,72,hr,1389,5386,5740,0.9383,0.9387
50029-3,MCF7,10028-102-1,BMS345541,0.12,uM,LJP6,1,D05,72,hr,1389,5321,5147,1.0338,1.0355
50029-3,MCF7,10028-102-1,BMS345541,0.12,uM,LJP6,2,D05,72,hr,1389,4933,5447,0.9055,0.9018
50029-3,MCF7,10028-102-1,BMS345541,0.12,uM,LJP6,3,D05,72,hr,1389,5305,5740,0.9241,0.9244
50029-3,MCF7,10028-102-1,BMS345541,0.37,uM,LJP6,1,D04,72,hr,1389,5618,5147,1.0915,1.0948
50029-3,MCF7,10028-102-1,BMS345541,0.37,uM,LJP6,2,D04,72,hr,1389,4553,5447,0.8357,0.8260
50029-3,MCF7,10028-102-1,BMS345541,0.37,uM,LJP6,3,D04,72,hr,1389,4822,5740,0.8400,0.8367
50029-3,MCF7,10028-102-1,BMS345541,1.11,uM,LJP6,1,D03,72,hr,1389,4085,5147,0.7937,0.7698
50029-3,MCF7,10028-102-1,BMS345541,1.11,uM,LJP6,2,D03,72,hr,1389,3227,5447,0.5923,0.5335
50029-3,MCF7,10028-102-1,BMS345541,1.11,uM,LJP6,3,D03,72,hr,1389,3688,5740,0.6425,0.6112
50029-3,MCF7,10028-102-1,BMS345541,3.33,uM,LJP6,1,D02,72,hr,1389,1605,5147,0.3118,0.0795
50029-3,MCF7,10028-102-1,BMS345541,3.33,uM,LJP6,2,D02,72,hr,1389,1360,5447,0.2496,-0.0107
50029-3,MCF7,10028-102-1,BMS345541,3.33,uM,LJP6,3,D02,72,hr,1389,1816,5740,0.3164,0.1399
50029-3,MCF7,10028-102-1,BMS345541,10,uM,LJP6,1,D01,72,hr,1389,501,5147,0.0973,-0.4171
50029-3,MCF7,10028-102-1,BMS345541,10,uM,LJP6,2,D01,72,hr,1389,318,5447,0.0584,-0.5266
50029-3,MCF7,10028-102-1,BMS345541,10,uM,LJP6,3,D01,72,hr,1389,445,5740,0.0775,-0.4265
50029-3,MCF7,10031-101-1,KIN001-043,0.04,uM,LJP6,1,C12,72,hr,1389,5101,5147,0.9911,0.9905
50029-3,MCF7,10031-101-1,KIN001-043,0.04,uM,LJP6,2,C12,72,hr,1389,5848,5447,1.0734,1.0732
50029-3,MCF7,10031-101-1,KIN001-043,0.04,uM,LJP6,3,C12,72,hr,1389,5664,5740,0.9867,0.9869
50029-3,MCF7,10031-101-1,KIN001-043,0.12,uM,LJP6,1,C11,72,hr,1389,4600,5147,0.8937,0.8845
50029-3,MCF7,10031-101-1,KIN001-043,0.12,uM,LJP6,2,C11,72,hr,1389,5113,5447,0.9385,0.9367
50029-3,MCF7,10031-101-1,KIN001-043,0.12,uM,LJP6,3,C11,72,hr,1389,5114,5740,0.8909,0.8902
50029-3,MCF7,10031-101-1,KIN001-043,0.37,uM,LJP6,1,C10,72,hr,1389,4428,5147,0.8603,0.8469
50029-3,MCF7,10031-101-1,KIN001-043,0.37,uM,LJP6,2,C10,72,hr,1389,4661,5447,0.8556,0.8479
50029-3,MCF7,10031-101-1,KIN001-043,0.37,uM,LJP6,3,C10,72,hr,1389,4535,5740,0.7900,0.7825
50029-3,MCF7,10031-101-1,KIN001-043,1.11,uM,LJP6,1,C09,72,hr,1389,4538,5147,0.8817,0.8711
50029-3,MCF7,10031-101-1,KIN001-043,1.11,uM,LJP6,2,C09,72,hr,1389,4637,5447,0.8512,0.8430
50029-3,MCF7,10031-101-1,KIN001-043,1.11,uM,LJP6,3,C09,72,hr,1389,4770,5740,0.8309,0.8270
50029-3,MCF7,10031-101-1,KIN001-043,3.33,uM,LJP6,1,C08,72,hr,1389,4126,5147,0.8016,0.7791
50029-3,MCF7,10031-101-1,KIN001-043,3.33,uM,LJP6,2,C08,72,hr,1389,4523,5447,0.8302,0.8199
50029-3,MCF7,10031-101-1,KIN001-043,3.33,uM,LJP6,3,C08,72,hr,1389,4995,5740,0.8701,0.8686
50029-3,MCF7,10031-101-1,KIN001-043,10,uM,LJP6,1,C07,72,hr,1389,1920,5147,0.3730,0.1869
50029-3,MCF7,10031-101-1,KIN001-043,10,uM,LJP6,2,C07,72,hr,1389,2017,5447,0.3702,0.2083
50029-3,MCF7,10031-101-1,KIN001-043,10,uM,LJP6,3,C07,72,hr,1389,2721,5740,0.4740,0.3888
50029-3,MCF7,10032-101-1,Saracatinib,0.04,uM,LJP6,1,D12,72,hr,1389,4335,5147,0.8422,0.8263
50029-3,MCF7,10032-101-1,Saracatinib,0.04,uM,LJP6,2,D12,72,hr,1389,4654,5447,0.8543,0.8464
50029-3,MCF7,10032-101-1,Saracatinib,0.04,uM,LJP6,3,D12,72,hr,1389,4794,5740,0.8351,0.8315
50029-3,MCF7,10032-101-1,Saracatinib,0.12,uM,LJP6,1,D11,72,hr,1389,2812,5147,0.5463,0.4524
50029-3,MCF7,10032-101-1,Saracatinib,0.12,uM,LJP6,2,D11,72,hr,1389,3763,5447,0.6907,0.6578
50029-3,MCF7,10032-101-1,Saracatinib,0.12,uM,LJP6,3,D11,72,hr,1389,3561,5740,0.6203,0.5839
50029-3,MCF7,10032-101-1,Saracatinib,0.37,uM,LJP6,1,D10,72,hr,1389,2286,5147,0.4441,0.3017
50029-3,MCF7,10032-101-1,Saracatinib,0.37,uM,LJP6,2,D10,72,hr,1389,2175,5447,0.3992,0.2554
50029-3,MCF7,10032-101-1,Saracatinib,0.37,uM,LJP6,3,D10,72,hr,1389,2574,5740,0.4484,0.3517
50029-3,MCF7,10032-101-1,Saracatinib,1.11,uM,LJP6,1,D09,72,hr,1389,1671,5147,0.3247,0.1027
50029-3,MCF7,10032-101-1,Saracatinib,1.11,uM,LJP6,2,D09,72,hr,1389,1916,5447,0.3517,0.1772
50029-3,MCF7,10032-101-1,Saracatinib,1.11,uM,LJP6,3,D09,72,hr,1389,1847,5740,0.3218,0.1493
50029-3,MCF7,10032-101-1,Saracatinib,3.33,uM,LJP6,1,D08,72,hr,1389,1449,5147,0.2815,0.0226
50029-3,MCF7,10032-101-1,Saracatinib,3.33,uM,LJP6,2,D08,72,hr,1389,1651,5447,0.3031,0.0916
